Entity_90,Code_90,Year_90,Meat_90,GDP_90,Population_90,Entity_93,Code_93,Year_93,Meat_93,GDP_93,Population_93,Entity_96,Code_96,Year_96,Meat_96,GDP_96,Population_96,Entity_99,Code_99,Meat_99,Meat_99,GDP_99,Population_99,Entity_02,Code_02,Year_02,Meat_02,GDP_02,Population_02,Entity_05,Code_05,Year_05,Meat_05,GDP_05,Population_05,Entity_08,Code_08,Year_08,Meat_08,GDP_08,Population_08,Entity_11,Code_11,Year_11,Meat_11,GDP_11,Population_11,Entity_14,Code_14,Year_14,Meat_14,GDP_14,Population_14,Entity_17,Code_17,Year_17,Meat_17,GDP_17,Population_17,Entity_19,Code_19,Year_19,Meat_19,GDP_19,Population_19
North America,,1990,84.4445343,39390.19531,421575397,Morocco,MAR,1993,18.12182426,3770.312744,25806782,Malawi,MWI,1996,5.601846695,1110.884888,10310525,Madagascar,MDG,1999,16.97828102,1594.476563,15730885,Liberia,LBR,2002,8.467587471,1763.457886,3060603,Liberia,LBR,2005,10.5880032,1250.91785,3266326,Liberia,LBR,2008,11.14769268,1414.845947,3783892,Liberia,LBR,2011,14.91834354,1535.977173,4181148,Lebanon,LBN,2014,33.07975769,16969.37109,6274345,Lebanon,LBN,2017,29.51838493,16043.06055,6109255,Lebanon,LBN,2019,30.39128876,14563.68262,5781912
Norway,NOR,1990,49.71456909,42136.60156,4241637,Mozambique,MOZ,1993,4.995095253,464.0183716,14206253,Malaysia,MYS,1996,52.6097908,15290.91406,20689060,Malawi,MWI,1999,5.255723953,1139.807007,10973953,Lithuania,LTU,2002,52.52493668,16004.43848,3515799,Lithuania,LTU,2005,74.4235535,21053.1856,3373536,Lithuania,LTU,2008,82.71138,26784.88086,3224384,Libya,LBY,2011,34.04761124,8479.948242,6188135,Lesotho,LSO,2014,26.92409706,2639.445801,2095251,Lesotho,LSO,2017,27.13607025,2668.291504,2170622,Lesotho,LSO,2019,24.73689079,2583.924316,2225710
Oman,OMN,1990,34.17924881,30333.875,1804528,Myanmar,MMR,1993,5.453986168,618.7935791,41788304,Maldives,MDV,1996,9.548881531,11208.40137,263861,Malaysia,MYS,1999,46.02177048,14965.61816,22368652,Luxembourg,LUX,2002,96.76950073,103317.3281,445920,Luxembourg,LUX,2005,104.664734,108632.359,464868,Luxembourg,LUX,2008,105.4257202,118154.6641,488643,Lithuania,LTU,2011,71.54392242,25968.58398,3099800,Liberia,LBR,2014,19.51220131,1673.055908,4519410,Liberia,LBR,2017,21.25898743,1564.197632,4796632,Liberia,LBR,2019,18.28861618,1469.763916,4985290
Pakistan,PAK,1990,12.31157684,2915.900146,115414072,Namibia,NAM,1993,16.7820034,6251.824707,1509848,Mali,MLI,1996,15.96436787,1520.456909,10131913,Maldives,MDV,1999,12.6802597,13139.61133,278121,Macao,MAC,2002,81.88238525,54498.78125,449675,Macao,MAC,2005,96.8443604,77395.6797,488628,Macao,MAC,2008,111.8279877,97345.21875,529048,Luxembourg,LUX,2011,87.5977478,112998.3906,518207,Libya,LBY,2014,37.19977188,12201.20508,6097767,Libya,LBY,2017,38.64162445,13238.00098,6378267,Libya,LBY,2019,38.46743011,15174.16211,6569085
Panama,PAN,1990,42.00112534,10726.00195,2449966,Nepal,NPL,1993,9.332299232,1715.367188,21267356,Malta,MLT,1996,78.71734619,20348.5625,385271,Mali,MLI,1999,18.42048264,1675.17041,10916998,Madagascar,MDG,2002,12.81769753,1409.39563,17211938,Madagascar,MDG,2005,14.0441237,1559.875,18792174,Madagascar,MDG,2008,14.68878651,1700.696045,20513594,Macao,MAC,2011,95.44892883,140321.9063,571014,Lithuania,LTU,2014,77.95693207,29855.83203,2994928,Lithuania,LTU,2017,81.23803711,33761.87109,2904452,Lithuania,LTU,2019,84.01123047,37166.21094,2849083
Paraguay,PRY,1990,54.98396683,8475.736328,4059198,Netherlands,NLD,1993,102.2667465,37613.25391,15251088,Mauritania,MRT,1996,24.93254662,4822.063477,2428830,Malta,MLT,1999,79.895401,23112.05469,395993,Malawi,MWI,2002,4.683778286,1036.792603,11784500,Malawi,MWI,2005,4.78061056,1106.91065,12755647,Malawi,MWI,2008,7.476881981,1257.483887,13889420,Madagascar,MDG,2011,14.22002029,1534.939941,22348158,Luxembourg,LUX,2014,82.59262085,113313.5781,556075,Luxembourg,LUX,2017,80.09163666,114985.8438,596290,Luxembourg,LUX,2019,79.7349472,116518.2734,619981
Peru,PER,1990,15.99008465,5249.200195,22109102,New Zealand,NZL,1993,105.025528,27852.03516,3573739,Mauritius,MUS,1996,32.30135727,9998.617188,1172545,Mauritania,MRT,1999,27.10501099,4567.078613,2620616,Malaysia,MYS,2002,47.90343475,16155.60156,24142448,Malaysia,MYS,2005,50.588295,18114.1445,25923540,Malaysia,MYS,2008,49.72018433,20103.50391,27664304,Malawi,MWI,2011,10.89991379,1400.593628,15146095,Macao,MAC,2014,103.4931641,155201.7344,604163,Macao,MAC,2017,104.7809753,126144.1016,638612,Macao,MAC,2019,104.0075226,127272.5469,663660
Philippines,PHL,1990,18.3059082,4209.48291,61558900,Nicaragua,NIC,1993,13.08326054,3224.086914,4526690,Mexico,MEX,1996,43.41096115,15559.97656,91586560,Mauritius,MUS,1999,33.84234619,11097.69043,1205416,Maldives,MDV,2002,14.97802353,13071.97266,292293,Maldives,MDV,2005,17.8928299,12607.2315,307023,Maldives,MDV,2008,19.70225334,17448.30273,336890,Malaysia,MYS,2011,55.53007126,21289.25781,29184140,Madagascar,MDG,2014,13.90006065,1540.744995,24215980,Madagascar,MDG,2017,13.5202589,1584.424561,26169540,Madagascar,MDG,2019,12.56985664,1618.61792,27533134
Poland,POL,1990,73.36501312,11314.96191,38064252,Niger,NER,1993,18.15762138,1037.478394,9193081,Moldova,MDA,1996,23.49514389,5372.138672,4430199,Mexico,MEX,1999,52.88775635,17165.89258,96334808,Mali,MLI,2002,19.46723747,1824.601196,11952660,Mali,MLI,2005,20.5629387,1958.81873,13180556,Mali,MLI,2008,21.58703041,2012.28125,14551122,Maldives,MDV,2011,19.46474648,17015.15039,374450,Malawi,MWI,2014,15.97044182,1457.473022,16477972,Malawi,MWI,2017,23.36974335,1472.146851,17881172,Malawi,MWI,2019,27.69037437,1537.141235,18867340
Portugal,PRT,1990,62.96316528,23556.85547,10007347,Nigeria,NGA,1993,7.984388828,3108.674805,102775472,Mongolia,MNG,1996,99.8884964,4182.350098,2357038,Moldova,MDA,1999,18.70051193,4959.535156,4303942,Malta,MLT,2002,76.525383,27442.9707,404708,Malta,MLT,2005,83.1314774,28992.9453,410217,Malta,MLT,2008,87.50164032,31893.38086,413407,Mali,MLI,2011,23.43061447,2085.420898,16039734,Malaysia,MYS,2014,56.1607399,23906.22852,30606454,Malaysia,MYS,2017,53.12059021,26661.50781,31975812,Malaysia,MYS,2019,54.37035751,28421.46289,32804024
Romania,ROU,1990,72.87470245,13302.46289,22836234,North America,,1993,87.55276489,40216.55078,441450384,Morocco,MAR,1996,18.46072388,4231.262695,26999094,Mongolia,MNG,1999,109.2895126,4512.130859,2428500,Mauritania,MRT,2002,33.63631821,4069.247803,2821709,Mauritania,MRT,2005,32.2277451,4544.86914,3012363,Mauritania,MRT,2008,27.45680046,4821.043945,3233342,Malta,MLT,2011,77.45546722,32881.85547,423577,Maldives,MDV,2014,19.60918999,17567.72461,416746,Maldives,MDV,2017,20.20378685,18057.91016,472449,Maldives,MDV,2019,24.76200485,19510.49219,504518
Rwanda,RWA,1990,4.236616611,936.6343384,7319970,North Macedonia,MKD,1993,30.82175446,9286.786133,1996896,Mozambique,MOZ,1996,11.55265999,506.151825,16079560,Morocco,MAR,1999,21.30879211,4341.594238,28176992,Mauritius,MUS,2002,40.24584579,12303.10645,1233974,Mauritius,MUS,2005,43.1494942,13571.8359,1258050,Mauritius,MUS,2008,48.68267822,15655.60449,1275691,Mauritania,MRT,2011,31.79312897,4725.333984,3524250,Mali,MLI,2014,23.16971016,2075.400635,17551824,Mali,MLI,2017,24.25943756,2246.797363,19311356,Mali,MLI,2019,23.34997177,2321.702148,20567430
Saint Kitts and Nevis,KNA,1990,66.26602173,14210.25977,40663,Norway,NOR,1993,53.63550186,45512.39063,4312138,Myanmar,MMR,1996,7.439056873,729.1507568,43423376,Mozambique,MOZ,1999,11.20878601,640.2525024,17337896,Mexico,MEX,2002,59.31048584,17193.56055,100917080,Mexico,MEX,2005,61.3278999,17788.5898,105442400,Mexico,MEX,2008,63.20293427,18396.81055,109684496,Mauritius,MUS,2011,49.93704605,17454.7793,1286239,Malta,MLT,2014,88.87073517,37230.30469,446449,Malta,MLT,2017,81.11203766,42644.08203,479507,Malta,MLT,2019,70.5695343,43950.61719,503646
Saint Lucia,LCA,1990,66.02091217,11732.9834,142315,Oman,OMN,1993,39.04314041,32351.02148,2071874,Namibia,NAM,1996,16.31835938,6374.949707,1650077,Myanmar,MMR,1999,8.426809311,853.8190308,45041644,Moldova,MDA,2002,21.88625526,5830.339355,4147644,Moldova,MDA,2005,33.5374069,7231.32861,4001380,Moldova,MDA,2008,28.65112305,8473.748047,3812420,Mexico,MEX,2011,65.49973297,18186.22461,114150480,Mauritania,MRT,2014,31.97086143,4908.10791,3843181,Mauritania,MRT,2017,31.25304985,5108.549316,4160018,Mauritania,MRT,2019,35.18234634,5343.998047,4383853
Saint Vincent and the Grenadines,VCT,1990,55.6332283,6547.352051,112507,Pakistan,PAK,1993,14.05975628,3086.893555,125546624,Nepal,NPL,1996,9.443770409,1876.464233,22783972,Namibia,NAM,1999,34.93203735,6689.771484,1778280,Mongolia,MNG,2002,75.17196655,4785.972168,2494622,Mongolia,MNG,2005,70.6159515,5876.28076,2559258,Mongolia,MNG,2008,80.01345825,7351.827637,2633896,Moldova,MDA,2011,33.29863739,9052.866211,3595135,Mauritius,MUS,2014,52.19542313,19240.22461,1292112,Mauritius,MUS,2017,50.9299736,21415.11523,1294743,Mauritius,MUS,2019,55.91453171,22869.75586,1296284
Samoa,WSM,1990,69.24624634,4058.006592,168202,Panama,PAN,1993,45.64317322,12583.7793,2607502,Netherlands,NLD,1996,97.33728027,40691.89063,15538617,Nepal,NPL,1999,9.90215683,1992.233765,24143162,Morocco,MAR,2002,22.01203537,4721.692383,29301820,Morocco,MAR,2005,24.0065765,5227.2793,30431898,Montenegro,MNE,2008,69.91884613,17391.01172,631475,Mongolia,MNG,2011,68.04123688,8602.949219,2743946,Mexico,MEX,2014,63.68992233,18887.56836,118755888,Mexico,MEX,2017,67.5298233,19721.26172,122839256,Mexico,MEX,2019,70.24025726,19677.27539,125085312
Saudi Arabia,SAU,1990,42.76667404,41392.53125,16004768,Paraguay,PRY,1993,75.74131012,8678.579102,4386206,New Zealand,NZL,1996,108.5497208,30409.08984,3728460,Netherlands,NLD,1999,88.53902435,45839.13281,15812491,Mozambique,MOZ,2002,10.62571144,729.289978,18694948,Mozambique,MOZ,2005,9.89300346,821.345825,20211124,Morocco,MAR,2008,27.63067436,5952.333984,31634996,Montenegro,MNE,2011,67.5707016,17287.40039,631801,Moldova,MDA,2014,32.80672455,10314.40918,3338338,Moldova,MDA,2017,34.99269867,11651.31738,3180515,Moldova,MDA,2019,36.11769485,13026.51563,3109496
Senegal,SEN,1990,12.33979034,2472.784424,7536003,Peru,PER,1993,16.260252,5295.79834,23513888,Nicaragua,NIC,1996,13.19278908,3531.669922,4812391,New Zealand,NZL,1999,107.6281967,32098.14648,3833496,Myanmar,MMR,2002,13.2699194,1167.404419,46480236,Myanmar,MMR,2005,21.979208,1659.69238,47724472,Mozambique,MOZ,2008,8.992146492,958.2834473,21845572,Morocco,MAR,2011,32.97014236,6522.02002,32903708,Mongolia,MNG,2014,76.57711029,10967.11133,2902826,Mongolia,MNG,2017,90.41616058,11366.30371,3096033,Mongolia,MNG,2019,94.84511566,12486.07715,3232435
Sierra Leone,SLE,1990,4.735810757,1453.143799,4325390,Philippines,PHL,1993,21.75484657,3997.012939,66083324,Niger,NER,1996,19.35460854,977.2023926,10149939,Nicaragua,NIC,1999,13.88283539,3872.243896,5049885,Namibia,NAM,2002,32.61360931,6992.865234,1888531,Namibia,NAM,2005,33.7150841,8014.97363,1962874,Myanmar,MMR,2008,30.21470833,2303.802979,48729480,Mozambique,MOZ,2011,7.68984127,1073.478149,23760424,Montenegro,MNE,2014,71.18974304,17674.60352,634301,Montenegro,MNE,2017,76.44319153,19682.26563,632445,Montenegro,MNE,2019,76.76146698,21533.93164,630403
Solomon Islands,SLB,1990,10.52441978,2317.999512,324184,Poland,POL,1993,73.61013794,11086.95996,38319300,Nigeria,NGA,1996,8.668773651,2949.200439,110956184,Niger,NER,1999,20.01911736,978.7781982,11231469,Nepal,NPL,2002,9.962647438,2110.823486,25332178,Nepal,NPL,2005,10.2466765,2282.68506,26285112,Namibia,NAM,2008,42.24309921,8805.411133,2038556,Myanmar,MMR,2011,39.22029877,2947.657471,49794528,Morocco,MAR,2014,34.15964127,6911.803223,34248608,Morocco,MAR,2017,34.61975098,7312.056641,35528116,Morocco,MAR,2019,34.67022324,7546.754883,36304408
South Africa,ZAF,1990,40.70169449,11260.88867,39877568,Portugal,PRT,1993,73.71212006,24391.19922,9992104,North America,,1996,88.62185669,43029.49219,460925637,Nigeria,NGA,1999,9.043162346,2906.723877,119695568,Netherlands,NLD,2002,80.52687836,47958.33203,16057042,Netherlands,NLD,2005,76.4245606,49467.4336,16261834,Nepal,NPL,2008,10.6308794,2499.415527,26881542,Namibia,NAM,2011,34.08477402,9324.529297,2132343,Mozambique,MOZ,2014,8.789936066,1217.088867,26038704,Mozambique,MOZ,2017,9.419997215,1283.659912,28569448,Mozambique,MOZ,2019,8.169988632,1281.780029,30285602
South Korea,KOR,1990,25.29153824,12656.39648,44120040,Romania,ROU,1993,56.24462128,10936.72168,22721662,North Macedonia,MKD,1996,37.95249557,9103.868164,1994230,North America,,1999,94.95671844,47415.69531,479976626,New Zealand,NZL,2002,104.6182632,34745.16406,3948582,New Zealand,NZL,2005,102.906326,37293.2148,4132782,Netherlands,NLD,2008,86.68330383,53848.25391,16460775,Nepal,NPL,2011,12.0299015,2793.024658,27266398,Myanmar,MMR,2014,51.76018143,3574.031494,51072436,Myanmar,MMR,2017,57.65052032,4224.544922,52288344,Myanmar,MMR,2019,62.43951416,4739.710449,53040212
Spain,ESP,1990,92.47012329,27543.91992,38889888,Russia,RUS,1993,58.98602676,15870.60547,148897280,Norway,NOR,1996,61.01959229,51476.19922,4381511,North Macedonia,MKD,1999,34.07092285,9824.4375,2023781,Nicaragua,NIC,2002,16.52341843,3998.812744,5259017,Nicaragua,NIC,2005,20.4110203,4320.68018,5454680,New Zealand,NZL,2008,116.665741,37933.15234,4260235,Netherlands,NLD,2011,66.98982239,52594.23047,16701470,Namibia,NAM,2014,29.81441116,10413.31445,2243008,Namibia,NAM,2017,31.76498413,10171.42188,2364540,Namibia,NAM,2019,31.45600128,9812.608398,2446648
Sri Lanka,LKA,1990,3.169676304,3878.309326,17204098,Rwanda,RWA,1993,4.706561089,1033.701538,7904741,Oman,OMN,1996,40.54975128,33683.9375,2209965,Norway,NOR,1999,57.6366539,55713.75781,4462148,Niger,NER,2002,21.16204834,975.7542114,12456520,Niger,NER,2005,22.7015457,960.850342,13855225,Nicaragua,NIC,2008,24.52243996,4693.591309,5687752,New Zealand,NZL,2011,87.70646667,38214.47266,4381274,Nepal,NPL,2014,12.61000824,3217.448486,27462110,Nepal,NPL,2017,13.5701561,3565.197754,28183424,Nepal,NPL,2019,14.13014126,3952.760254,28832500
Suriname,SUR,1990,40.31135178,13888.90625,412767,Saint Kitts and Nevis,KNA,1993,64.8564682,15197.09277,41470,Pakistan,PAK,1996,11.97167587,3240.088867,137234816,Oman,OMN,1999,42.47872543,36483.90625,2312608,Nigeria,NGA,2002,9.697194099,3458.070557,129583032,Nigeria,NGA,2005,9.03667641,3997.4397,140490720,Niger,NER,2008,22.9899044,1010.377991,15455181,Nicaragua,NIC,2011,23.84985924,4837.499512,5942554,Netherlands,NLD,2014,70.90202332,52186.99609,16954080,Netherlands,NLD,2017,64.49869537,55088.63281,17207204,Netherlands,NLD,2019,52.32962418,56784.03906,17363260
Sweden,SWE,1990,58.88238144,34156.82031,8548407,Saint Lucia,LCA,1993,88.78871918,12307.81836,148610,Panama,PAN,1996,49.48891068,12889.26953,2771607,Pakistan,PAK,1999,11.91574001,3196.279541,149694464,North America,,2002,96.55588531,49320.98828,498067243,North America,,2005,97.3409271,53149.8633,514942529,Nigeria,NGA,2008,9.086388588,4458.62207,152382512,Niger,NER,2011,8.940119743,1020.264648,17283118,New Zealand,NZL,2014,89.92940521,40432.24219,4514198,New Zealand,NZL,2017,87.94945526,42285.32031,4746253,New Zealand,NZL,2019,92.5388031,42877.94141,4959033
Switzerland,CHE,1990,83.42408752,56329.21484,6711685,Saint Vincent and the Grenadines,VCT,1993,63.25891113,7119.029785,113639,Paraguay,PRY,1996,74.55979919,9243.474609,4711656,Panama,PAN,1999,58.29397964,14405.38477,2943124,North Macedonia,MKD,2002,36.94662094,10089.94824,2064739,North Macedonia,MKD,2005,37.4627228,11213.6416,2078667,North America,,2008,96.65377045,54351.28516,532006442,Nigeria,NGA,2011,8.249996185,5056.89209,165463744,Nicaragua,NIC,2014,30.42131805,5443.23584,6208680,Nicaragua,NIC,2017,30.77075768,6004.01416,6480534,Nicaragua,NIC,2019,27.92211914,5451.665527,6663919
Tanzania,TZA,1990,10.65757465,1392.221924,26206024,Samoa,WSM,1993,70.95029449,4012.493164,171375,Peru,PER,1996,18.5349865,6210.222656,24907304,Paraguay,PRY,1999,76.64599609,8911.165039,5026035,Norway,NOR,2002,61.85706329,58540.84375,4538435,Norway,NOR,2005,65.9308167,61870.3633,4623691,North Macedonia,MKD,2008,37.82102585,13174.82715,2086228,North America,,2011,92.90927887,53877.70703,548684151,Niger,NER,2014,10.87989712,1126.80542,19372012,Niger,NER,2017,8.719843864,1163.226196,21737924,Niger,NER,2019,8.310100555,1224.375122,23443400
Thailand,THA,1990,23.57033157,7102.056152,55228408,Saudi Arabia,SAU,1993,37.20890427,44623.51172,17846472,Philippines,PHL,1996,25.26307869,4309.450195,70944968,Peru,PER,1999,16.22397995,6345.500488,26252238,Oman,OMN,2002,57.29323196,38793.80078,2403663,Oman,OMN,2005,46.3575249,36445.5078,2515202,Norway,NOR,2008,69.10103607,63570.33984,4768654,North Macedonia,MKD,2011,33.27849579,13807.46582,2097110,Nigeria,NGA,2014,8.940002441,5516.385742,179379024,Nigeria,NGA,2017,7.699989796,5190.355957,193495904,Nigeria,NGA,2019,7.450014114,5135.499512,203304496
Togo,TGO,1990,7.988872051,1787.174438,3875958,Senegal,SEN,1993,12.01203537,2385.089355,8196551,Poland,POL,1996,70.54560089,13211.56836,38401408,Philippines,PHL,1999,28.11610985,4359.888672,76249064,Pakistan,PAK,2002,12.01158047,3279.031006,163262800,Pakistan,PAK,2005,12.0717182,3706.82398,174372096,Oman,OMN,2008,56.57669449,39620.77344,2651032,Norway,NOR,2011,71.77513885,61157.12891,4953565,North America,,2014,91.62243652,56250.78516,565486685,North America,,2017,95.4330368,58922.11328,581258143,North America,,2019,100.6093369,61251.44922,590497015
Trinidad and Tobago,TTO,1990,31.3125248,10080.83789,1266525,Sierra Leone,SLE,1993,5.125927448,1218.49939,4295693,Portugal,PRT,1996,76.39260864,26318.97461,10087653,Poland,POL,1999,71.99642944,15386.94238,38354952,Panama,PAN,2002,56.17919922,14353.36914,3120993,Panama,PAN,2005,55.105732,16301.5147,3305875,Pakistan,PAK,2008,14.09822369,3908.599121,185931952,Oman,OMN,2011,50.50841522,37231.91797,3206883,North Macedonia,MKD,2014,35.04371262,14596.60059,2105293,North Macedonia,MKD,2017,37.33007431,15706.44434,2111982,North Macedonia,MKD,2019,37.82168579,16773.04102,2114175
Tunisia,TUN,1990,19.31474304,5795.566406,8440035,Slovakia,SVK,1993,72.57387543,11872.30957,5321863,Romania,ROU,1996,50.42011261,12627.19434,22417872,Portugal,PRT,1999,87.11061859,29472.70898,10233373,Paraguay,PRY,2002,73.71660614,8138.10498,5286515,Paraguay,PRY,2005,47.0568695,8570.09473,5476881,Panama,PAN,2008,60.21359253,20636.92578,3495284,Pakistan,PAK,2011,15.31998539,3928.52002,198602736,Norway,NOR,2014,66.07654572,62390.12891,5137926,Norway,NOR,2017,67.61586761,64050.75781,5277396,Norway,NOR,2019,68.64179993,64385.00781,5348285
Turkey,TUR,1990,21.56925964,12629.4668,54324140,Solomon Islands,SLB,1993,10.16497803,2645.583252,354097,Russia,RUS,1996,50.04945755,12827.11621,148233408,Romania,ROU,1999,50.63080215,11803.36816,22039006,Peru,PER,2002,16.68839455,6653.39502,27334510,Peru,PER,2005,18.5144062,7519.0293,28147260,Paraguay,PRY,2008,43.0171814,9657.681641,5645155,Panama,PAN,2011,62.70189667,23349.16602,3688679,Oman,OMN,2014,49.88684082,34875.78125,4009272,Oman,OMN,2017,43.3406868,33308.48438,4541853,Oman,OMN,2019,44.14007187,31284.01563,4602769
Uganda,UGA,1990,11.96321869,913.7267456,17586634,South Africa,ZAF,1993,39.78920364,10253.19336,42525444,Rwanda,RWA,1996,4.427939892,816.7606201,6715510,Russia,RUS,1999,41.01026535,13189.79395,147336384,Philippines,PHL,2002,30.16674995,4562.76123,81285576,Philippines,PHL,2005,29.5062904,5054.23877,86261248,Peru,PER,2008,20.63590622,9341.231445,28806184,Papua New Guinea,PNG,2011,68.19821167,3369.844482,7806637,Pakistan,PAK,2014,15.55999947,4171.291992,208251632,Pakistan,PAK,2017,16.10998535,4571.205078,216379648,Pakistan,PAK,2019,16.33997726,4697.726563,223293280
United Arab Emirates,ARE,1990,77.95156097,111454.0547,1900160,South Korea,KOR,1993,34.34696579,15436.3877,44932856,Saint Kitts and Nevis,KNA,1996,73.02669525,17290.22852,43120,Rwanda,RWA,1999,5.014621735,846.7526245,8009586,Poland,POL,2002,73.52120972,16809.81836,38647476,Poland,POL,2005,72.55056,18937.4766,38575912,Philippines,PHL,2008,33.42362213,5618.484863,91252328,Paraguay,PRY,2011,30.50009155,10714.69141,5843938,Panama,PAN,2014,65.73475647,27352.51953,3888795,Panama,PAN,2017,64.67371368,30446.84961,4096071,Panama,PAN,2019,89.77069855,31440.26367,4232538
United Kingdom,GBR,1990,72.33608246,31217.21875,57210444,Spain,ESP,1993,98.8805542,27859.54297,39420540,Saint Lucia,LCA,1996,91.53012848,12616.83691,153982,Saint Kitts and Nevis,KNA,1999,73.52138519,18471.87109,44852,Portugal,PRT,2002,85.25205994,30823.84961,10430913,Portugal,PRT,2005,84.9402466,31076.6445,10523314,Poland,POL,2008,73.2700119,22444.9082,38522884,Peru,PER,2011,40.15956879,10616.84375,29477722,Papua New Guinea,PNG,2014,71.01239014,3909.338623,8464159,Papua New Guinea,PNG,2017,64.90971375,4285.628906,9114803,Papua New Guinea,PNG,2019,64.85912323,4293.129395,9542492
United States,USA,1990,113.7567749,40436.9375,248083728,Sri Lanka,LKA,1993,4.339073658,4376.128418,17825610,Saint Vincent and the Grenadines,VCT,1996,64.96022034,7673.713379,114301,Saint Lucia,LCA,1999,102.2179108,13129.92773,158272,Romania,ROU,2002,55.22467041,13909.65625,21653530,Romania,ROU,2005,64.5095825,16770.6426,21092264,Portugal,PRT,2008,92.59825134,32307.91211,10580963,Philippines,PHL,2011,34.24998093,6043.601563,96337912,Paraguay,PRY,2014,29.72214317,11643.72754,6090727,Paraguay,PRY,2017,42.34963989,12590.54883,6355406,Paraguay,PRY,2019,40.2020607,12615.52832,6530029
Uruguay,URY,1990,73.98957062,11066.12891,3117011,Suriname,SUR,1993,28.5091629,12647.88379,422384,Samoa,WSM,1996,68.7436676,4365.195801,176732,Saint Vincent and the Grenadines,VCT,1999,67.21750641,8508.972656,114009,Russia,RUS,2002,50.14520645,16175.09766,145590144,Russia,RUS,2005,52.2046204,20042.8145,143800048,Romania,ROU,2008,65.03180695,22044.29102,20597516,Poland,POL,2011,83.36038208,25124.27539,38620848,Peru,PER,2014,45.8094368,11877.0791,30353956,Peru,PER,2017,48.99953461,12506.5293,31605488,Peru,PER,2019,51.68926239,12853.69238,32824864
Vanuatu,VUT,1990,32.89510345,2855.900635,150900,Sweden,SWE,1993,61.76800919,32086.01172,8683403,Saudi Arabia,SAU,1996,42.53064346,43073.12891,19410278,Samoa,WSM,1999,67.79351044,4523.322266,182224,Rwanda,RWA,2002,5.087510109,1003.021118,8372310,Rwanda,RWA,2005,5.96230745,1148.44641,9026297,Russia,RUS,2008,65.0639267,24887.85352,143086544,Portugal,PRT,2011,94.2665329,31304.81641,10564820,Philippines,PHL,2014,34.89995193,6973.638672,101325208,Philippines,PHL,2017,36.62002563,8120.868652,106738496,Philippines,PHL,2019,36.62012482,8914.723633,110380800
Vietnam,VNM,1990,15.59851265,1673.249756,66912616,Switzerland,CHE,1993,78.32945251,53929.85938,6936123,Senegal,SEN,1996,11.37451553,2367.648193,8843426,Saudi Arabia,SAU,1999,50.76608276,40643.83594,21009664,Saint Kitts and Nevis,KNA,2002,84.72236633,20945.13867,46288,Saint Kitts and Nevis,KNA,2005,81.0531006,22136.709,46752,Rwanda,RWA,2008,6.869335175,1393.029907,9781999,Romania,ROU,2011,57.25518417,20792.16016,20220286,Poland,POL,2014,78.85980988,26649.57813,38581880,Poland,POL,2017,88.66958618,30064.50391,38532816,Poland,POL,2019,83.81050873,33185.15625,38493600
World,OWID_WRL,1990,32.92012405,9677.696289,5316175872,Tajikistan,TJK,1993,9.650690079,2131.990479,5717815,Sierra Leone,SLE,1996,4.835623741,1122.698364,4347381,Senegal,SEN,1999,11.5805378,2557.792725,9478565,Saint Lucia,LCA,2002,91.41738892,12389.42871,161814,Saint Lucia,LCA,2005,94.6633606,13460.5752,165394,Saint Kitts and Nevis,KNA,2008,83.4156723,23706.375,47180,Russia,RUS,2011,65.28936768,24972.07813,143364544,Portugal,PRT,2014,90.61805725,30444.59961,10408379,Portugal,PRT,2017,90.99417877,33044.71484,10307528,Portugal,PRT,2019,95.3583374,34945.66016,10289921
Zambia,ZMB,1990,14.23195839,2190.181641,7686405,Tanzania,TZA,1993,10.81361485,1307.670898,28469018,Slovakia,SVK,1996,69.70401764,14102.08203,5358288,Sierra Leone,SLE,1999,4.750341415,1018.918457,4475156,Saint Vincent and the Grenadines,VCT,2002,78.19122314,9323.634766,113466,Saint Vincent and the Grenadines,VCT,2005,83.5636215,10666.6182,112056,Saint Lucia,LCA,2008,91.28720856,14663.23633,168584,Rwanda,RWA,2011,7.949742794,1586.961182,10576932,Romania,ROU,2014,60.73021698,23084.35938,19995836,Romania,ROU,2017,67.87011719,27141.90039,19698852,Romania,ROU,2019,69.75159454,29875.0625,19524212
Zimbabwe,ZWE,1990,12.6959095,4166.525879,10113899,Thailand,THA,1993,30.28037071,8745.551758,57776080,Slovenia,SVN,1996,90.04425812,22182.21094,1990671,Slovakia,SVK,1999,67.4034729,15464.94434,5374617,Samoa,WSM,2002,76.77591705,5310.79834,186645,Samoa,WSM,2005,84.0698471,5937.23438,188634,Saint Vincent and the Grenadines,VCT,2008,94.84119415,12082.75586,110333,Saint Kitts and Nevis,KNA,2011,83.69503021,22432.98828,47605,Russia,RUS,2014,73.38007355,26057.15625,144285072,Russia,RUS,2017,76.34994507,25926.44336,145452544,Russia,RUS,2019,76.37985229,27210.54688,145742288
